Metric,ProductName,Unit,Year,District,Value
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Bayındır),12900
Ekilen Alan,Hıyar (Sofralık),Dekar,2016,İzmir(Bergama),1404
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Bergama),2404
Ekilen Alan,Hıyar (Sofralık),Dekar,2016,İzmir(Menderes),4871
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Menderes),116904
Ekilen Alan,Hıyar (Sofralık),Dekar,2016,İzmir(Tire),600
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Tire),1200
Ekilen Alan,Hıyar (Sofralık),Dekar,2016,İzmir(Torbalı),385
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Torbalı),2170
Ekilen Alan,Hıyar (Sofralık),Dekar,2016,İzmir(Ödemiş),3070
Üretim Miktarı,Hıyar (Sofralık),Ton,2016,İzmir(Ödemiş),5210
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Bayındır),2000
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Bayındır),8600
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Bergama),1226
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Bergama),2196
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Menderes),5039
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Menderes),120936
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Tire),600
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Tire),1200
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Torbalı),505
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Torbalı),2710
Ekilen Alan,Hıyar (Sofralık),Dekar,2017,İzmir(Ödemiş),3070
Üretim Miktarı,Hıyar (Sofralık),Ton,2017,İzmir(Ödemiş),5900
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Bayındır),1500
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Bayındır),6450
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Bergama),1026
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Bergama),1856
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Menderes),5079
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Menderes),101580
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Tire),300
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Tire),600
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Torbalı),378
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Torbalı),2138
Ekilen Alan,Hıyar (Sofralık),Dekar,2018,İzmir(Ödemiş),2080
Üretim Miktarı,Hıyar (Sofralık),Ton,2018,İzmir(Ödemiş),4600
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Bayındır),1000
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Bayındır),4300
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Bergama),1018
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Bergama),1844
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Menderes),4930
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Menderes),98600
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Tire),300
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Tire),600
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Torbalı),285
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Torbalı),1623
Ekilen Alan,Hıyar (Sofralık),Dekar,2019,İzmir(Ödemiş),2070
Üretim Miktarı,Hıyar (Sofralık),Ton,2019,İzmir(Ödemiş),4400
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Bayındır),145
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Bayındır),508
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Bergama),1011
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Bergama),1788
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Menderes),4930
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Menderes),98600
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Tire),120
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Tire),240
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Torbalı),250
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Torbalı),1331
Ekilen Alan,Hıyar (Sofralık),Dekar,2020,İzmir(Ödemiş),1000
Üretim Miktarı,Hıyar (Sofralık),Ton,2020,İzmir(Ödemiş),4500
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Bayındır),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Bayındır),350
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Bergama),99
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Bergama),1432
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Menderes),4930
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Menderes),98600
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Tire),118
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Tire),236
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Torbalı),275
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Torbalı),1225
Ekilen Alan,Hıyar (Sofralık),Dekar,2021,İzmir(Ödemiş),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2021,İzmir(Ödemiş),450
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Bayındır),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Bayındır),350
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Bergama),75
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Bergama),1583
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Menderes),4930
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Menderes),98600
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Tire),207
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Tire),414
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Torbalı),205
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Torbalı),948
Ekilen Alan,Hıyar (Sofralık),Dekar,2022,İzmir(Ödemiş),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2022,İzmir(Ödemiş),450
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Bayındır),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Bayındır),350
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Bergama),34
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Bergama),244
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Menderes),4950
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Menderes),99000
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Tire),186
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Tire),372
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Torbalı),168
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Torbalı),900
Ekilen Alan,Hıyar (Sofralık),Dekar,2023,İzmir(Ödemiş),2000
Üretim Miktarı,Hıyar (Sofralık),Ton,2023,İzmir(Ödemiş),9000
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Bayındır),100
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Bayındır),350
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Bergama),231
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Bergama),579
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Menderes),5400
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Menderes),108000
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Tire),160
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Tire),320
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Torbalı),193
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Torbalı),1035
Ekilen Alan,Hıyar (Sofralık),Dekar,2024,İzmir(Ödemiş),1500
Üretim Miktarı,Hıyar (Sofralık),Ton,2024,İzmir(Ödemiş),6750
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Bayındır),124
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Bayındır),436
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Bergama),204
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Bergama),349
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Menderes),4400
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Menderes),88439
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Tire),2100
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Tire),9480
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Torbalı),180
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Torbalı),894
Ekilen Alan,Hıyar (Sofralık),Dekar,2025,İzmir(Ödemiş),1000
Üretim Miktarı,Hıyar (Sofralık),Ton,2025,İzmir(Ödemiş),4510
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Bayındır),1000
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Bayındır),3500
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Menderes),350
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Menderes),700
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Tire),450
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Tire),1125
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Torbalı),450
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Torbalı),1575
Ekilen Alan,Kabak (Sakız),Dekar,2014,İzmir(Ödemiş),210
Üretim Miktarı,Kabak (Sakız),Ton,2014,İzmir(Ödemiş),660
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Bayındır),800
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Bayındır),2800
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Menderes),355
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Menderes),710
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Tire),450
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Tire),1125
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Torbalı),330
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Torbalı),1155
Ekilen Alan,Kabak (Sakız),Dekar,2015,İzmir(Ödemiş),210
Üretim Miktarı,Kabak (Sakız),Ton,2015,İzmir(Ödemiş),660
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Bayındır),800
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Bayındır),2800
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Menderes),355
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Menderes),710
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Tire),400
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Tire),980
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Torbalı),300
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Torbalı),1050
Ekilen Alan,Kabak (Sakız),Dekar,2016,İzmir(Ödemiş),220
Üretim Miktarı,Kabak (Sakız),Ton,2016,İzmir(Ödemiş),711
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Bayındır),800
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Bayındır),2800
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Menderes),390
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Menderes),780
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Tire),400
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Tire),1000
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Torbalı),405
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Torbalı),1418
Ekilen Alan,Kabak (Sakız),Dekar,2017,İzmir(Ödemiş),220
Üretim Miktarı,Kabak (Sakız),Ton,2017,İzmir(Ödemiş),722
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Bayındır),800
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Bayındır),2800
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Menderes),390
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Menderes),780
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Tire),300
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Tire),750
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Torbalı),265
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Torbalı),927
Ekilen Alan,Kabak (Sakız),Dekar,2018,İzmir(Ödemiş),155
Üretim Miktarı,Kabak (Sakız),Ton,2018,İzmir(Ödemiş),502
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Bayındır),600
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Bayındır),2100
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Bergama),680
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Menderes),390
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Menderes),780
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Tire),300
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Tire),750
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Torbalı),250
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Torbalı),875
Ekilen Alan,Kabak (Sakız),Dekar,2019,İzmir(Ödemiş),110
Üretim Miktarı,Kabak (Sakız),Ton,2019,İzmir(Ödemiş),375
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Bayındır),200
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Bayındır),311
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Bergama),400
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Bergama),705
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Menderes),390
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Menderes),809
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Tire),68
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Tire),176
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Torbalı),180
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Torbalı),607
Ekilen Alan,Kabak (Sakız),Dekar,2020,İzmir(Ödemiş),80
Üretim Miktarı,Kabak (Sakız),Ton,2020,İzmir(Ödemiş),415
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Bayındır),200
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Bayındır),300
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Bergama),17
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Bergama),30
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Menderes),380
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Menderes),760
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Tire),42
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Tire),109
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Torbalı),185
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Torbalı),555
Ekilen Alan,Kabak (Sakız),Dekar,2021,İzmir(Ödemiş),25
Üretim Miktarı,Kabak (Sakız),Ton,2021,İzmir(Ödemiş),125
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Bayındır),200
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Bayındır),500
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Bergama),13
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Bergama),23
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Menderes),380
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Menderes),760
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Tire),
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Tire),
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Torbalı),135
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Torbalı),439
Ekilen Alan,Kabak (Sakız),Dekar,2022,İzmir(Ödemiş),25
Üretim Miktarı,Kabak (Sakız),Ton,2022,İzmir(Ödemiş),125
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Bayındır),150
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Bayındır),375
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Bergama),11
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Bergama),20
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Menderes),380
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Menderes),760
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Tire),
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Tire),
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Torbalı),110
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Torbalı),330
Ekilen Alan,Kabak (Sakız),Dekar,2023,İzmir(Ödemiş),
Üretim Miktarı,Kabak (Sakız),Ton,2023,İzmir(Ödemiş),
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Bayındır),150
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Bayındır),375
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Bergama),162
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Bergama),287
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Menderes),380
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Menderes),760
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Tire),
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Tire),
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Torbalı),157
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Torbalı),473
Ekilen Alan,Kabak (Sakız),Dekar,2024,İzmir(Ödemiş),50
Üretim Miktarı,Kabak (Sakız),Ton,2024,İzmir(Ödemiş),175
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Bayındır),132
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Bayındır),330
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Bergama),172
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Bergama),304
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Menderes),330
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Menderes),660
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Tire),
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Tire),
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Torbalı),124
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Torbalı),376
Ekilen Alan,Kabak (Sakız),Dekar,2025,İzmir(Ödemiş),50
Üretim Miktarı,Kabak (Sakız),Ton,2025,İzmir(Ödemiş),175
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Bayındır),4000
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Bayındır),20000
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Bergama),1400
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Bergama),3080
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Menderes),4860
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Menderes),19440
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Tire),14000
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Tire),56000
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Torbalı),4500
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Torbalı),19125
Ekilen Alan,Karpuz,Dekar,2014,İzmir(Ödemiş),15000
Üretim Miktarı,Karpuz,Ton,2014,İzmir(Ödemiş),97500
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Bayındır),4000
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Bayındır),20028
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Bergama),1400
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Bergama),3084
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Menderes),4860
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Menderes),19469
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Tire),13450
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Tire),53881
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Torbalı),2240
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Torbalı),10096
Ekilen Alan,Karpuz,Dekar,2015,İzmir(Ödemiş),15000
Üretim Miktarı,Karpuz,Ton,2015,İzmir(Ödemiş),97635
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Bayındır),4000
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Bayındır),20000
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Bergama),1400
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Bergama),3080
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Menderes),4860
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Menderes),19440
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Tire),13000
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Tire),39000
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Torbalı),1850
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Torbalı),8325
Ekilen Alan,Karpuz,Dekar,2016,İzmir(Ödemiş),15000
Üretim Miktarı,Karpuz,Ton,2016,İzmir(Ödemiş),97500
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Bayındır),4000
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Bayındır),20000
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Bergama),1250
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Bergama),2750
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Menderes),4660
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Menderes),18640
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Tire),13000
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Tire),39000
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Torbalı),1160
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Torbalı),5220
Ekilen Alan,Karpuz,Dekar,2017,İzmir(Ödemiş),15000
Üretim Miktarı,Karpuz,Ton,2017,İzmir(Ödemiş),97500
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Bayındır),4000
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Bayındır),20000
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Bergama),1250
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Bergama),2750
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Menderes),4660
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Menderes),18640
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Tire),5000
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Tire),15000
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Torbalı),1130
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Torbalı),5085
Ekilen Alan,Karpuz,Dekar,2018,İzmir(Ödemiş),12000
Üretim Miktarı,Karpuz,Ton,2018,İzmir(Ödemiş),78000
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Bayındır),2200
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Bayındır),11000
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Bergama),1250
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Bergama),2750
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Menderes),4660
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Menderes),18640
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Tire),4750
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Tire),14250
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Torbalı),930
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Torbalı),4092
