Metric,ProductName,Unit,Year,District,Value
Ekilen Alan,Karpuz,Dekar,2019,İzmir(Ödemiş),11000
Üretim Miktarı,Karpuz,Ton,2019,İzmir(Ödemiş),71500
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Bayındır),1450
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Bayındır),6525
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Bergama),1250
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Bergama),2750
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Menderes),1200
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Menderes),4800
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Tire),850
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Tire),2550
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Torbalı),1130
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Torbalı),4803
Ekilen Alan,Karpuz,Dekar,2020,İzmir(Ödemiş),2000
Üretim Miktarı,Karpuz,Ton,2020,İzmir(Ödemiş),9000
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Bayındır),1408
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Bayındır),6336
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Bergama),214
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Bergama),471
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Menderes),1103
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Menderes),4412
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Tire),773
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Tire),2319
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Torbalı),1250
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Torbalı),5313
Ekilen Alan,Karpuz,Dekar,2021,İzmir(Ödemiş),2500
Üretim Miktarı,Karpuz,Ton,2021,İzmir(Ödemiş),11250
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Bayındır),1450
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Bayındır),6525
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Bergama),99
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Bergama),218
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Menderes),1103
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Menderes),4412
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Tire),1155
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Tire),3465
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Torbalı),1200
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Torbalı),5400
Ekilen Alan,Karpuz,Dekar,2022,İzmir(Ödemiş),5000
Üretim Miktarı,Karpuz,Ton,2022,İzmir(Ödemiş),22500
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Bayındır),1500
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Bayındır),6750
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Bergama),57
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Bergama),126
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Menderes),1103
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Menderes),4412
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Tire),1026
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Tire),3078
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Torbalı),1250
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Torbalı),5000
Ekilen Alan,Karpuz,Dekar,2023,İzmir(Ödemiş),2500
Üretim Miktarı,Karpuz,Ton,2023,İzmir(Ödemiş),11250
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Bayındır),1500
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Bayındır),6750
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Bergama),201
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Bergama),443
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Menderes),1103
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Menderes),4412
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Tire),1350
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Tire),4050
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Torbalı),1685
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Torbalı),6740
Ekilen Alan,Karpuz,Dekar,2024,İzmir(Ödemiş),2500
Üretim Miktarı,Karpuz,Ton,2024,İzmir(Ödemiş),11250
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Bayındır),2415
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Bayındır),10868
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Bergama),222
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Bergama),489
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Menderes),1500
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Menderes),6000
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Tire),2100
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Tire),9450
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Torbalı),2550
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Torbalı),11475
Ekilen Alan,Karpuz,Dekar,2025,İzmir(Ödemiş),2500
Üretim Miktarı,Karpuz,Ton,2025,İzmir(Ödemiş),12500
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Bayındır),2000
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Bayındır),6600
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Bergama),1400
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Bergama),2520
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Menderes),410
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Menderes),1046
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Tire),1500
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Tire),4500
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Torbalı),519
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Torbalı),1555
Ekilen Alan,Patlıcan,Dekar,2014,İzmir(Ödemiş),1500
Üretim Miktarı,Patlıcan,Ton,2014,İzmir(Ödemiş),6000
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Bayındır),1000
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Bayındır),3300
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Bergama),1400
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Bergama),2520
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Menderes),420
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Menderes),1076
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Tire),1480
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Tire),4440
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Torbalı),250
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Torbalı),748
Ekilen Alan,Patlıcan,Dekar,2015,İzmir(Ödemiş),1500
Üretim Miktarı,Patlıcan,Ton,2015,İzmir(Ödemiş),6000
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Bayındır),1000
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Bayındır),3300
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Bergama),1400
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Bergama),2520
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Menderes),530
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Menderes),1451
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Tire),1500
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Tire),4575
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Torbalı),355
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Torbalı),1063
Ekilen Alan,Patlıcan,Dekar,2016,İzmir(Ödemiş),1500
Üretim Miktarı,Patlıcan,Ton,2016,İzmir(Ödemiş),6000
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Bayındır),1000
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Bayındır),3300
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Bergama),1200
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Bergama),2160
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Menderes),861
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Menderes),2234
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Tire),1500
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Tire),4500
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Torbalı),385
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Torbalı),1153
Ekilen Alan,Patlıcan,Dekar,2017,İzmir(Ödemiş),1900
Üretim Miktarı,Patlıcan,Ton,2017,İzmir(Ödemiş),7600
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Bayındır),1000
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Bayındır),3300
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Bergama),1200
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Bergama),2160
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Menderes),961
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Menderes),2584
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Tire),500
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Tire),1500
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Torbalı),331
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Torbalı),990
Ekilen Alan,Patlıcan,Dekar,2018,İzmir(Ödemiş),2000
Üretim Miktarı,Patlıcan,Ton,2018,İzmir(Ödemiş),8000
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Bayındır),800
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Bayındır),2640
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Bergama),1200
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Bergama),2160
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Menderes),1501
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Menderes),4153
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Tire),520
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Tire),1560
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Torbalı),455
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Torbalı),1318
Ekilen Alan,Patlıcan,Dekar,2019,İzmir(Ödemiş),2000
Üretim Miktarı,Patlıcan,Ton,2019,İzmir(Ödemiş),8000
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Bayındır),300
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Bayındır),1200
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Bergama),1200
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Bergama),2160
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Menderes),2150
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Menderes),7800
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Tire),185
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Tire),555
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Torbalı),180
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Torbalı),504
Ekilen Alan,Patlıcan,Dekar,2020,İzmir(Ödemiş),1500
Üretim Miktarı,Patlıcan,Ton,2020,İzmir(Ödemiş),6000
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Bayındır),400
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Bayındır),1600
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Bergama),77
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Bergama),139
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Menderes),2150
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Menderes),7800
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Tire),168
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Tire),504
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Torbalı),245
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Torbalı),704
Ekilen Alan,Patlıcan,Dekar,2021,İzmir(Ödemiş),150
Üretim Miktarı,Patlıcan,Ton,2021,İzmir(Ödemiş),600
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Bayındır),350
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Bayındır),1401
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Bergama),52
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Bergama),94
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Menderes),2150
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Menderes),7802
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Tire),
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Tire),
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Torbalı),176
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Torbalı),536
Ekilen Alan,Patlıcan,Dekar,2022,İzmir(Ödemiş),150
Üretim Miktarı,Patlıcan,Ton,2022,İzmir(Ödemiş),600
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Bayındır),350
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Bayındır),1401
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Bergama),46
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Bergama),83
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Menderes),2155
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Menderes),7830
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Tire),
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Tire),
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Torbalı),128
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Torbalı),324
Ekilen Alan,Patlıcan,Dekar,2023,İzmir(Ödemiş),700
Üretim Miktarı,Patlıcan,Ton,2023,İzmir(Ödemiş),2800
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Bayındır),400
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Bayındır),1600
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Bergama),457
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Bergama),826
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Menderes),2405
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Menderes),12150
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Tire),
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Tire),
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Torbalı),280
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Torbalı),716
Ekilen Alan,Patlıcan,Dekar,2024,İzmir(Ödemiş),700
Üretim Miktarı,Patlıcan,Ton,2024,İzmir(Ödemiş),2800
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Bayındır),352
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Bayındır),1408
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Bergama),389
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Bergama),703
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Menderes),1900
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Menderes),8500
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Tire),
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Tire),
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Torbalı),240
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Torbalı),616
Ekilen Alan,Patlıcan,Dekar,2025,İzmir(Ödemiş),500
Üretim Miktarı,Patlıcan,Ton,2025,İzmir(Ödemiş),2000
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Bergama),950
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Bergama),1805
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2014,İzmir(Ödemiş),50
Üretim Miktarı,Soğan (Kuru),Ton,2014,İzmir(Ödemiş),100
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Bergama),950
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Bergama),1805
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2015,İzmir(Ödemiş),50
Üretim Miktarı,Soğan (Kuru),Ton,2015,İzmir(Ödemiş),100
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Bergama),1000
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Bergama),1900
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2016,İzmir(Ödemiş),30
Üretim Miktarı,Soğan (Kuru),Ton,2016,İzmir(Ödemiş),60
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Bergama),900
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Bergama),1701
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2017,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2017,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Bergama),800
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Bergama),1520
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2018,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2018,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Bergama),1000
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Bergama),1800
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2019,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2019,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Bergama),22
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Bergama),35
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2020,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2020,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Bergama),18
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Bergama),25
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2021,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2021,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Bergama),45
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Bergama),65
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2022,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2022,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Bergama),65
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Bergama),80
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2023,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2023,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Bergama),86
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Bergama),106
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2024,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2024,İzmir(Ödemiş),
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Bayındır),
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Bayındır),
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Bergama),53
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Bergama),57
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Menderes),
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Menderes),
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Tire),
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Tire),
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Torbalı),
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Torbalı),
Ekilen Alan,Soğan (Kuru),Dekar,2025,İzmir(Ödemiş),
Üretim Miktarı,Soğan (Kuru),Ton,2025,İzmir(Ödemiş),
